Removed duplicates of file with Size: 1.222.238.877 bytes; 

$awk '!seen[$0]++' boot_success_s0x84F0992_addr_output_smaller.txt > boot_success_s0x84F0992_addr_output_smaller_cleaned.txt

This Files shows 'all' reads and writes during boot process in the following address range:
0x0 - 0x84F0992

Address Range includes all pre written ROMS to our ext_memory;

[TRACE]:

~ [No Crypt] addr: 0; size: 40; type cpu_physical_memory_write_rom_internal;
~ [No Crypt] addr: 8233bdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233200; size: 4; type mem_op_read;
~ [No Crypt] addr: 8232dbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233ffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233bcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233204; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233bfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823301c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233000; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8232ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8232db8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233018; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233bb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233e3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233bc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233010; size: 4; type mem_op_read;
~ [No Crypt] addr: 8232fb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8230000; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233bf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233be0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8232db4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233c20; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233008; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233bc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233fdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233bc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b004; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b208; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b200; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b00c; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b014; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b024; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b008; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbe0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b01c; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b000; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823be3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b010; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b018; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b204; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8238000; size: 4; type mem_op_read;
~ [No Crypt] addr: 823adbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823aff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823afa8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bc20; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823adb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bfdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823adb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 823afa4; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f004; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f208; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f00c; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f014; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f024; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f200; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f008; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbe0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f01c; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f000; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f204; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fe3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f010; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f018; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 823c000; size: 4; type mem_op_read;
~ [No Crypt] addr: 823edbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823efa0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823edb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fc20; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823ffdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823edb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 823eff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823edb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 823fbb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233bb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237014; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237208; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237004; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237024; size: 4; type mem_op_read;
~ [No Crypt] addr: 823700c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237bdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237200; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236dbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237ffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237204; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237bfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 823701c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237000; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237e3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237bc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237bb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237010; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237018; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237bcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236db8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236fb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8234000; size: 4; type mem_op_read;
~ [No Crypt] addr: 823f210; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237008; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237bb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237bc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237be0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236db4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237fdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237bf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 823afb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823bbb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237bc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247014; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247bc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247bdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247208; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247004; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247024; size: 4; type mem_op_read;
~ [No Crypt] addr: 824700c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247bcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247200; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246dbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247ffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247bfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 824701c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247000; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247e3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247bb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247010; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247018; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246db8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247204; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246fb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8244000; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247bb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247008; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247bc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246db4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247fdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247be0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247c20; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246fb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247bf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236fb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8246ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823afb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b014; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b208; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b004; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b024; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b00c; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b200; size: 4; type mem_op_read;
~ [No Crypt] addr: 826adbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b01c; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b000; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826be3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b010; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b018; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826adb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b204; size: 4; type mem_op_read;
~ [No Crypt] addr: 826afb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8268000; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bc20; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bfdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b008; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbe0; size: 4; type mem_op_read;
~ [No Crypt] addr: 826adb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826afb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 826aff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237c20; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273014; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273bc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273bdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273208; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273004; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273024; size: 4; type mem_op_read;
~ [No Crypt] addr: 827300c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273200; size: 4; type mem_op_read;
~ [No Crypt] addr: 8272dbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273ffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273bfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 827301c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273000; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8272db8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273018; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273204; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273bb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273e3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273010; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273bb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273bcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8272fb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8270000; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273008; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273bc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8272db4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273fdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273be0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273bf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8233210; size: 4; type mem_op_read;
~ [No Crypt] addr: 826b210; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273210; size: 4; type mem_op_read;
~ [No Crypt] addr: 8272fb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273c20; size: 4; type mem_op_read;
~ [No Crypt] addr: 823b210; size: 4; type mem_op_read;
~ [No Crypt] addr: 8237210; size: 4; type mem_op_read;
~ [No Crypt] addr: 8272ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826bbc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247210; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277014; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277208; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277bdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277004; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277024; size: 4; type mem_op_read;
~ [No Crypt] addr: 827700c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277200; size: 4; type mem_op_read;
~ [No Crypt] addr: 8276dbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277ffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277bfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 827701c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277000; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8276db8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277e3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277bc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277bb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277010; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277018; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277bcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277204; size: 4; type mem_op_read;
~ [No Crypt] addr: 8276fb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8274000; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277bf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277be0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277008; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277bc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277fdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277c20; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277bb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8213bb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8276ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823efa4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8276db4; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b004; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b208; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b200; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b00c; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b014; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b024; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b010; size: 4; type mem_op_read;
~ [No Crypt] addr: 829be3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b018; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b008; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbe0; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b01c; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b000; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 829b204; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8298000; size: 4; type mem_op_read;
~ [No Crypt] addr: 829adbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277210; size: 4; type mem_op_read;
~ [No Crypt] addr: 8276fb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 829afb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bfdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bc20; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 829bbc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 829adb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 829adb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8273bc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8277bc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8113bb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 821e602; size: 8; type mem_op_read;
~ [No Crypt] addr: 821e60a; size: 8; type mem_op_read;
~ [No Crypt] addr: 821e612; size: 8; type mem_op_read;
~ [No Crypt] addr: 821e61a; size: 8; type mem_op_read;
~ [No Crypt] addr: 821e622; size: 8; type mem_op_read;
~ [No Crypt] addr: 821e62a; size: 8; type mem_op_read;
~ [No Crypt] addr: 821e632; size: 8; type mem_op_read;
~ [No Crypt] addr: 821e63a; size: 8; type mem_op_read;
~ [No Crypt] addr: 821e642; size: 4; type mem_op_read;
~ [No Crypt] addr: 821e646; size: 2; type mem_op_read;
~ [No Crypt] addr: 80e7050; size: 8; type mem_op_write;
~ [No Crypt] addr: 80e7058; size: 8; type mem_op_read;
~ [No Crypt] addr: 8247bc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f014; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f208; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f004; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f024; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f00c; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829edbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fe3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f010; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f018; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f008; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f200; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f01c; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f000; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 829edb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 829f204; size: 4; type mem_op_read;
~ [No Crypt] addr: 829efb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fc20; size: 4; type mem_op_read;
~ [No Crypt] addr: 829c000; size: 4; type mem_op_read;
~ [No Crypt] addr: 829ffdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbe0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8247be4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3014; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3208; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3004; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3024; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a300c; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3bdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2dbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3ffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3200; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3bfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a301c; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3000; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3e3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3bc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3bb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3010; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3018; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3bcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2db8; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3204; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3c20; size: 4; type mem_op_read;
~ [No Crypt] addr: 829edb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2fb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a0000; size: 4; type mem_op_read;
~ [No Crypt] addr: 829fbf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 829efb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3bb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3008; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3bc4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2db4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3fdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3be0; size: 4; type mem_op_read;
~ [No Crypt] addr: 829eff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2fb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3bf4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2ff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2fa4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a3bc8; size: 4; type mem_op_read;
~ [No Crypt] addr: 8206fb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8207bb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2fbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 820fbb4; size: 4; type mem_op_read;
~ [No Crypt] addr: 8213be4; size: 4; type mem_op_read;
~ [No Crypt] addr: 82a2fa0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8206fac; size: 4; type mem_op_read;
~ [No Crypt] addr: 8212fbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236fa8; size: 4; type mem_op_read;
~ [No Crypt] addr: 823afb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236db0; size: 4; type mem_op_read;
~ [No Crypt] addr: 8236fbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f014; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f208; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f004; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f024; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f00c; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbdc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f200; size: 4; type mem_op_read;
~ [No Crypt] addr: 826edbc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fffc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbfc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f01c; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f000; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fe3c; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbc0; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbb0; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f010; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f018; size: 4; type mem_op_read;
~ [No Crypt] addr: 826eff8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826fbcc; size: 4; type mem_op_read;
~ [No Crypt] addr: 826edb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f204; size: 4; type mem_op_read;
~ [No Crypt] addr: 826f008; size: 4; type mem_op_read;
~ [No Crypt] addr: 826efb8; size: 4; type mem_op_read;
~ [No Crypt] addr: 826c000; size: 4; type mem_op_read;
